,bus_stop,stop_code,stop_description,route_number,longitude,latitude,gps_speed,trip_start_time,adj_sched_time,adj_age,call_time,stop_id,start_time,stop_sequence,arrival_datetime,call_time_plus_adj
2942,6816,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:01,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2943,6816,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:01,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2944,6824,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:02,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2945,6824,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:02,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2946,6824,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:02,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2947,6815,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:03,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2948,6815,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:03,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2949,6815,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:03,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2950,4068,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:04,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2951,4068,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:04,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2952,4068,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:04,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2953,7604,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:05,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2954,7604,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:05,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2955,7604,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:05,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2956,4435,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:06,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2957,4435,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:06,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2958,4435,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:06,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2959,4437,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:07,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2960,4437,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:07,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2961,4437,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:07,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2962,8526,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:08,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2963,8526,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:08,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2964,8526,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:08,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2965,3316,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:09,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2966,3316,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:09,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2967,3316,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:09,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2968,4436,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:10,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2969,4436,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:10,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2970,4436,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:10,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2971,4434,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:11,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2972,4434,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:11,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2973,4434,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:11,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2974,7836,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:12,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2975,7836,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:12,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2976,7836,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:12,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2977,8111,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:13,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2978,8111,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:13,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2979,8111,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:13,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2980,7072,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:14,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2981,7072,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:14,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2982,7072,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:14,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2983,6137,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:15,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2984,6137,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:15,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2985,6137,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:15,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2986,4055,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:16,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2987,4055,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:16,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2988,4055,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:16,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2989,4025,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:17,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2990,4025,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:17,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2991,4025,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:17,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2992,6136,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:18,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2993,6136,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:18,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2994,6136,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:18,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2995,6135,4149,FIELDING / RANKIN,290,,,,15:41:00,24,-1,2023-11-29 16:59:19,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2996,6135,4149,FIELDING / RANKIN,290,,,,16:06:00,49,-1,2023-11-29 16:59:19,,,,,"0      2023-11-29 17:31:39
1      2023-11-29 17:31:39
2      2023-11-29 17:31:39
3      2023-11-29 17:31:40
4      2023-11-29 17:31:40
               ...        
4196   2023-11-29 17:54:59
4197   2023-11-29 17:54:59
4198   2023-11-29 17:55:00
4199   2023-11-29 17:55:00
4200   2023-11-29 17:55:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2997,6135,4149,FIELDING / RANKIN,290,,,,16:35:00,78,-1,2023-11-29 16:59:19,,,,,"0      2023-11-29 18:00:39
1      2023-11-29 18:00:39
2      2023-11-29 18:00:39
3      2023-11-29 18:00:40
4      2023-11-29 18:00:40
               ...        
4196   2023-11-29 18:23:59
4197   2023-11-29 18:23:59
4198   2023-11-29 18:24:00
4199   2023-11-29 18:24:00
4200   2023-11-29 18:24:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2998,6000,4149,FIELDING / RANKIN,290,-75.66670227050781,45.41203689575195,15,15:41:00,24,0.28,2023-11-29 16:59:20,,,,,"0      2023-11-29 17:06:39
1      2023-11-29 17:06:39
2      2023-11-29 17:06:39
3      2023-11-29 17:06:40
4      2023-11-29 17:06:40
               ...        
4196   2023-11-29 17:29:59
4197   2023-11-29 17:29:59
4198   2023-11-29 17:30:00
4199   2023-11-29 17:30:00
4200   2023-11-29 17:30:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
